titre,resume,auteurs,date_publication,journal,mots_cles,maladie,source,lien,type_contenu,date_scraping
Trends in Prescription Drug Use Among Adults in the United States From .,"Importance It is important to document patterns of prescription drug use to inform both clinical practice and research. Objective To evaluate trends in prescription drug use among adults living in the United States. Design, setting, and participants Temporal trends in prescription drug use were evaluated using nationally representative data from the National Health and Nutrition Examination Survey (NHANES). Participants included 37,959 noninstitutionalized US adults, aged 20 years and older. Seven NHANES cycles were included ( to ), and the sample size per cycle ranged from 4861 to 6212. Exposures Calendar year, as represented by continuous NHANES cycle. Main outcomes and measures Within each NHANES cycle, use of prescription drugs in the prior 30 days was assessed overall and by drug class. Temporal trends across cycles were evaluated. Analyses were weighted to represent the US adult population. Results Results indicate an increase in overall use of prescription drugs among US adults between and with an estimated 51% of US adults reporting use of any prescription drugs in and an estimated 59% reporting use of any prescription drugs in (difference, 8% [95% CI, 3.8%-12%]; P for trend Conclusions and relevance In this nationally representative survey, significant increases in overall prescription drug use and polypharmacy were observed. These increases persisted after accounting for changes in the age distribution of the population. The prevalence of prescription drug use increased in the majority of, but not all, drug classes.",Elizabeth D Kantor | Colin D Rehm | Jennifer S Haas | Andrew T Chan | Edward L Giovannucci,2015-11-01,Unknown,digestive diseases | Europe PMC,digestive diseases,Europe PMC,https://pubmed.ncbi.nlm.nih.gov/26529160/,epidemiology,2026-06-01 18:49:46.560
Evaluation of the Relationship Between Neck Pain and Temporomandibular Disorders in Office Workers,The current study aimed to explore the associations between neck pain and temporomandibular disorders in office workers,Tugba Sahbaz,2021-05-20,Tugba Sahbaz,Neck Pain | Temporomandibular Disorder | neurological diseases | ClinicalTrials,neurological diseases,ClinicalTrials,https://clinicaltrials.gov/study/NCT04900870,basic_research,2026-06-01 18:41:29.973
A systematic review of pregnancy outcomes and management in polycystic ovary syndrome.,"Polycystic Ovary Syndrome (PCOS) now known as Polyendocrine Metabolic Ovarian Syndrome (PMOS), affects 5-20% of women of reproductive age, it is the leading cause of anovulatory infertility accounting for 70-90% of cases and resulting in lower natural conception rates and a significant contributor to adverse pregnancy outcomes. Following PRISMA 2020 guidelines, this systematic review synthesized evidence from 2014–2025, evaluating the evolving landscape of PCOS pregnancy management. It explores the relationship between PCOS and reproductive outcomes, details specific maternal and perinatal complications, and discusses the latest evidence-based interventions and emerging therapies to improve pregnancy outcomes and the long-term health of both mother and child. The findings revealed that the syndrome's pathophysiology driven by hyperandrogenism, insulin resistance, and obesity significantly increases the risks of early pregnancy loss, gestational diabetes, and pre-eclampsia. There is a paradigm shift toward individualized, multidisciplinary care. Evidence-based strategies highlight the superiority of letrozole for ovulation induction, the metabolic benefits of metformin, and the necessity of nuanced lifestyle interventions over simple weight-loss models. Furthermore, emerging research into immune-metabolic pathways, such as Interleukin-22, suggests novel therapeutic directions. The review concludes that recognizing PCOS as a high-risk obstetric condition and integrating early metabolic screening into standard care are essential to improving maternal and neonatal outcomes. Le syndrome des ovaires polykystiques (SOPK), maintenant connu sous le nom de syndrome métabolique ovarien polyendocrinien (PMOS), qui touche 5 à 20 % des femmes en âge de procréer, est la principale cause d'infertilité anovulatoire (70 à 90 % des cas). Il entraîne une diminution des taux de conception naturelle et contribue significativement aux complications de la grossesse. Conformément aux recommandations PRISMA 2020, cette revue systématique a synthétisé les données probantes de 2014 à 2025, évaluant l'évolution de la prise en charge des grossesses chez les femmes atteintes de SOPK. Elle explore la relation entre le SOPK et les issues de la reproduction, détaille les complications maternelles et périnatales spécifiques et présente les interventions fondées sur des données probantes les plus récentes ainsi que les thérapies émergentes visant à améliorer les issues de grossesse et la santé à long terme de la mère et de l'enfant. Les résultats ont révélé que la physiopathologie du syndrome, caractérisée par un hyperandrogénisme, une résistance à l'insuline et une obésité, augmente significativement les risques de fausse couche précoce, de diabète gestationnel et de prééclampsie. On observe un changement de paradigme vers une prise en charge individualisée et multidisciplinaire. Les stratégies fondées sur des données probantes soulignent la supériorité du létrozole pour l'induction de l'ovulation, les bénéfices métaboliques de la metformine et la nécessité d'interventions nuancées sur le mode de vie plutôt que de simples programmes de perte de poids. De plus, les recherches émergentes sur les voies immunométaboliques, telles que l'interleukine-22, suggèrent de nouvelles pistes thérapeutiques. Cette revue conclut que la reconnaissance du SOPK comme une pathologie obstétricale à haut risque et l'intégration d'un dépistage métabolique précoce dans les soins courants sont essentielles pour améliorer les issues maternelles et néonatales.",Odunvbun Williams O | Ukoba Obatavwe | Isogun Jerry K | Ekoh Amos,2026-May,African journal of reproductive health,Hyperandrogenism | Infertility | Insulin Resistance | Polycystic Ovary Syndrome (PCOS) | Pregnancy Management | diabetes | PubMed,diabetes,PubMed,https://pubmed.ncbi.nlm.nih.gov/42202883/,prevention,2026-06-01 19:11:31.413
False-Positive Syphilis Serology Leading to the Diagnosis of Systemic Lupus Erythematosus: A Case Report.,"We describe a case of systemic lupus erythematosus (SLE) that was initially misdiagnosed as syphilis because both non-treponemal and treponemal serological tests were positive. A 16-year-old female presented with lymphadenopathy and was treated for syphilis. However, further evaluation revealed highly active SLE with neuropsychiatric and renal involvement. The syphilis serology results converted to negative following immunosuppressive therapy. This case highlights an important diagnostic pitfall: in patients with suspected autoimmune diseases, both non-treponemal and treponemal tests may yield false-positive results, and syphilis serology should therefore be interpreted in conjunction with the clinical findings and disease context.",Ando Masaru | Fujikawa Keita | Matsuo Haruna | Umetsu Ayaka | Okamoto Momoko | Mizokami Akinari | Kawakami Atsushi,2026-Apr,"Internal medicine (Tokyo, Japan)",Systemic lupus erythematosus | false positive for rapid plasma reagin and Treponema pallidum tests | syphilis | autoimmune diseases | PubMed,autoimmune diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42055681/,clinical_case,2026-06-01 19:23:30.575
A novel mutation in the human RAX gene in patients with microphthalmia and coloboma: A case report and literature review.,"Microphthalmia, anophthalmia, and coloboma (MAC) form a spectrum of severe developmental eye anomalies. Reports of human MAC associated with RAX mutations remain limited, exhibiting substantial phenotypic heterogeneity. Clinically managing these ocular anomalies or investigating their genetic mechanisms continues to present significant challenges. A 28-year-old female and her 2 sisters L and Q presented with lifelong poor vision, ocular examination revealed similar phenotype among them, including narrow palpebral fissures, bilateral ptosis with epicanthus and esotropia, small cornea, iris coloboma and microspherophakia with uneven lens opacity, in addition to irreversible low vision. Based on ocular examination, the proband was diagonosised with microphthalmia and coloboma, and her 2 sisters were diagonosised with coloboma. WES detected a novel RAX mutation in the 3 affected siblings. Cataract extraction surgeries combined with complicate scleral fixation of intraocular lens were performed bilaterally in the proband and unilaterally in the right eyes of patient L and Q. The proband demonstrated improved bilateral visual acuity postoperatively, reaching 20/125 and 20/100. Patient Q's right eye achieved 20/200 visual acuity, while Patient L's right eye showed no change. The corrected intraocular pressure in Patient L's right eye maintained below 21 mm Hg without requiring antiglaucoma medication. The clinical management of MAC remains challenging. Identifying pathogenic genes could enable curative approaches for this condition. In pediatric patients with visual impairment, prompt intervention targeting ocular and systemic complications proves essential for optimizing visual outcomes.",Li Zhangyi | Ke Shurui | Wan Wenjuan | Sun Ji | Hu Ke | Li Can,2026-Apr,Medicine,RAX | coloboma | microphthalmia | mutation | eye diseases | PubMed,eye diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42071822/,clinical_case,2026-06-01 19:17:55.101
Coordinated reduction of genes of oxidative metabolism in humans with insulin resistance and diabetes: Potential role of PGC1 and NRF1.,"Type 2 diabetes mellitus (DM) is characterized by insulin resistance and pancreatic beta cell dysfunction. In high-risk subjects, the earliest detectable abnormality is insulin resistance in skeletal muscle. Impaired insulin-mediated signaling, gene expression, glycogen synthesis, and accumulation of intramyocellular triglycerides have all been linked with insulin resistance, but no specific defect responsible for insulin resistance and DM has been identified in humans. To identify genes potentially important in the pathogenesis of DM, we analyzed gene expression in skeletal muscle from healthy metabolically characterized nondiabetic (family history negative and positive for DM) and diabetic Mexican-American subjects. We demonstrate that insulin resistance and DM associate with reduced expression of multiple nuclear respiratory factor-1 (NRF-1)-dependent genes encoding key enzymes in oxidative metabolism and mitochondrial function. Although NRF-1 expression is decreased only in diabetic subjects, expression of both PPAR gamma coactivator 1-alpha and-beta (PGC1-alpha/PPARGC1 and PGC1-beta/PERC), coactivators of NRF-1 and PPAR gamma-dependent transcription, is decreased in both diabetic subjects and family history-positive nondiabetic subjects. Decreased PGC1 expression may be responsible for decreased expression of NRF-dependent genes, leading to the metabolic disturbances characteristic of insulin resistance and DM.",Mary Elizabeth Patti | Atul J Butte | Sarah Crunkhorn | Kenneth Cusi | Rachele Berria | Sangeeta Kashyap | Yoshinori Miyazaki | Isaac Kohane | Maura Costello | Robert Saccone | Edwin J Landaker | Allison B Goldfine | Edward Mun | Ralph DeFronzo | Jean Finlayson | C Ronald Kahn | Lawrence J Mandarino,2003-06-27,Unknown,respiratory diseases | Europe PMC,respiratory diseases,Europe PMC,https://pubmed.ncbi.nlm.nih.gov/12832613/,basic_research,2026-06-01 18:48:50.668
Exploring the chemical and biological interplay in phenanthroline-containing copper complexes.,"Copper complexes of 1,10-phenanthroline (phen) and related α-diimines present high potential as antitumor agents. Despite this, their selectivity toward cancer cells still needs improvement, and establishing clear structure-activity relationships for rational design remains elusive. To identify chemical factors that may underlie their biological behavior but remain poorly understood, we investigated the speciation equilibria of Cu-α-diimine-dipeptide systems by potentiometry and assessed how different factors influence their cytotoxic activity in human ovarian cancer cells (A2780 and A2780-cisR). The results indicate that both homoleptic Cu-α-diimine and heteroleptic Cu-α-diimine-dipeptide species are relevant even at the micromolar concentrations used in biological assays. Copper enhances the cytotoxicity of α-diimines in the order neo (2,9-dimethyl-1,10-phenanthroline) > phen > tmp (3,4,7,8-tetramethyl-1,10-phenanthroline), through the formation of complexes expected to predominate in the culture medium and by promoting cellular uptake. The copper-bound α-diimine in Cu-α-diimine-dipeptide systems proved to be a key factor in cytotoxicity, whereas the coordinated dipeptide modulates it only at short incubation times. Dipeptides can be considered models of biological ligands that interact with Cu-α-diimine species. Indeed, both dipeptides and albumin have minimal effects on the cytotoxicity of Cu-α-diimine systems. The mixed-ligand Cu-α-diimine-dipeptide complexes with neo are the most stable and predominate under simulated biological conditions. Thus, compared with phen and tmp, neo is expected to remain coordinated to copper in biological media, further enhancing its cytotoxicity.",Collazo Victoria | Palmeira-Mello Marcos V | Rosa Bruno | Montilla-Suárez Jerica M | Fernández Carlos Y | Alvarez Natalia | Costa-Filho Antonio J | Batista Alzir A | Torres Julia | Facchin Gianella,2026-May,"Biometals : an international journal on the role of metal ions in biology, biochemistry, and medicine",Copper complexes | Cytotoxicity | Phenanthroline | Speciation | cancer | PubMed,cancer,PubMed,https://pubmed.ncbi.nlm.nih.gov/42217117/,basic_research,2026-06-01 19:10:23.131
The effect of a cardiac rehabilitation program including moderate-intensity continuous exercise training and high-intensity interval exercise training on sarcopenia and myokines in patients with heart failure.,"Cardiac rehabilitation (CR) has been shown to be beneficial in preventing and treating sarcopenia in those with cardiovascular disease. The aim of the study is to compare the effects of high intensity intermittent aerobic training (HIIT) and moderate-intensity continuous aerobic training (MCT) on sarcopenia and myokines in heart failure (HF) patients. In this prospective randomized controlled clinical trial, patients aged 18-75 years with stable HF were enrolled in HIIT or MCT exercise groups 3 days a week for a total of 6 weeks. Before and after treatment, patients were assessed with cardiopulmonary exercise test (CPET), 6-minute walk test (6MWT), modified Medical Research Council scale, short form-36, ultrasonographic thigh muscle thickness measurement, hand grip strength (HGS), chair stand test (CST), hospital anxiety depression scale. Serum myostatin and BDNF levels were also measured. In both HIIT and MCT groups, significant improvement was observed on post treatment 6MWT ( Both HIIT and MCT exercise training have similar positive effects on sarcopenia, quality of life and functional capacity in patients with HF while having an undetectable effect on biochemical analysis of myostatin and BDNF serum levels. Nonetheless, the absence of detectable changes in circulating myokines should be carefully considered.ClinicalTrials.gov Identifier: NCT07245459.",Sönmez Melis | Alemdaroğlu Ebru | Ata Ayşe Merve | Kafes Habibe | Ergüder Berrin İmge | Nojadeh Jafar Nouri | Ordu Gökkaya Nilüfer Kutay,2026-May,Acta cardiologica,Heart failure | cardiac rehabilitation | high-intensity interval training | moderate-intensity continuous training | myokines | sarcopenia | heart disease | PubMed,heart disease,PubMed,https://pubmed.ncbi.nlm.nih.gov/42200871/,diagnosis,2026-06-01 19:13:34.973
A Study to Evaluate the Efficacy and Safety of CNTX-4975 in Subjects With Painful Intermetatarsal Neuroma (Morton's Neuroma),"Study 4975-MN-202 is a double-blind, placebo-controlled, parallel group, single-injection study in which subjects will be randomized to receive three doses of CNTX-4975 or placebo injected into the intermetatarsal space around a Morton's neuroma. The injection of study medication will be administered by ultrasound-guided needle placement following ankle block anesthesia. The study staff will telephone subjects at Week 1 postinjection and subjects will return to the clinic postinjection at Weeks 2, 4, 8, and 12 for study assessments.",Centrexion Therapeutics,2014-10,Centrexion Therapeutics,Painful Intermetatarsal Neuroma (Morton's Neuroma) | neurological diseases | ClinicalTrials,neurological diseases,ClinicalTrials,https://clinicaltrials.gov/study/NCT02283957,diagnosis,2026-06-01 18:41:33.451
A Study to Evaluate the Impact on Skin (Injection Site) Reactions of Taking an Antihistamine (Zyrtec®) or Placebo Prior to Daily Injections of Copaxone®.,This study is designed to compare injection skin (injection site) reactions when an antihistamine (Zyrtec®) or placebo is taken prior to performing daily Copaxone® injections. Patients will be assigned (like a flip of a coin) to take either a placebo or an antihistamine (Zyrtec®) prior to performing their daily Copaxone® injections. The patient and physician will be unaware whether they are taking a placebo or antihistamine during the study.,"Teva Branded Pharmaceutical Products R&D, Inc.",2004-10,"Teva Branded Pharmaceutical Products R&D, Inc.",Multiple Sclerosis | autoimmune diseases | ClinicalTrials,autoimmune diseases,ClinicalTrials,https://clinicaltrials.gov/study/NCT00240032,basic_research,2026-06-01 18:43:55.574
Neural Mechanisms of Motor Recovery With Technology Assisted Training,"Stroke is a leading cause of disability that often impairs arm function and activities of daily living. The costs of rehabilitation are significant and practical constraints often limit therapy to the first few months after stroke. However many studies have shown that patients in the later stages post-stroke can still continue to benefit from rehabilitation. Technology-assisted therapy may offer a means to efficiently provide ongoing therapies to patients in the later stages (\>6 months) post-stroke. This study will determine which patients are best able to benefit from this therapy approach, and will also expand our knowledge of which brain structures need to be intact for patients to benefit from technology-assisted training. The results of this study will help to improve rehabilitation and quality of life for disabled Americans.","University of Maryland, Baltimore",2022-12-14,"University of Maryland, Baltimore",Hemiparesis | Stroke Sequelae | neurological diseases | ClinicalTrials,neurological diseases,ClinicalTrials,https://clinicaltrials.gov/study/NCT05560867,basic_research,2026-06-01 18:41:43.217
"Oxidative stress, aging, and diseases.","Reactive oxygen and nitrogen species (RONS) are produced by several endogenous and exogenous processes, and their negative effects are neutralized by antioxidant defenses. Oxidative stress occurs from the imbalance between RONS production and these antioxidant defenses. Aging is a process characterized by the progressive loss of tissue and organ function. The oxidative stress theory of aging is based on the hypothesis that age-associated functional losses are due to the accumulation of RONS-induced damages. At the same time, oxidative stress is involved in several age-related conditions (ie, cardiovascular diseases [CVDs], chronic obstructive pulmonary disease, chronic kidney disease, neurodegenerative diseases, and cancer), including sarcopenia and frailty. Different types of oxidative stress biomarkers have been identified and may provide important information about the efficacy of the treatment, guiding the selection of the most effective drugs/dose regimens for patients and, if particularly relevant from a pathophysiological point of view, acting on a specific therapeutic target. Given the important role of oxidative stress in the pathogenesis of many clinical conditions and aging, antioxidant therapy could positively affect the natural history of several diseases, but further investigation is needed to evaluate the real efficacy of these therapeutic interventions. The purpose of this paper is to provide a review of literature on this complex topic of ever increasing interest.",Ilaria Liguori | Gennaro Russo | Francesco Curcio | Giulia Bulli | Luisa Aran | David Della-Morte | Gaetano Gargiulo | Gianluca Testa | Francesco Cacciatore | Domenico Bonaduce | Pasquale Abete,2018-04-26,Unknown,Antioxidants | Reactive oxygen species | Elderly | Reactive Nitrogen Species | diabetes | Europe PMC,diabetes,Europe PMC,https://pubmed.ncbi.nlm.nih.gov/29731617/,treatment,2026-06-01 18:46:41.762
Mid-term evaluation of the Global strategy to eliminate yellow fever epidemics (EYE) : Ghana: learnings and best practices on the planning and implementation of yellow fever vaccination campaigns – a case study,"v, 26 p.",World Health Organization. Regional Office for Africa,2023-11-14,World Health Organization. Regional Office for Africa,eye diseases | WHO,eye diseases,WHO,https://iris.who.int/handle/10665/374029,prevention,2026-06-01 19:30:43.387
Patient-Provider Discussions About Online Health Information in the Health Information National Trends Survey.,"Online health information-seeking is common and can impact patient-provider interactions. Using Health Information National Trends Survey (HINTS) data from 2005, 2008, 2011, and 2024 (",Senft Everson Nicole | Gaysynsky Anna,2026-May,Health education & behavior : the official publication of the Society for Public Health Education,digital literacy | health communication | internet search skills | online information-seeking | patient-centered care | patient–provider communication | cancer | PubMed,cancer,PubMed,https://pubmed.ncbi.nlm.nih.gov/42216730/,basic_research,2026-06-01 19:10:25.719
Toxoplasmosis,"Toxoplasmosis is a disease caused by the parasite Toxoplasma gondii. More than 60 million people in the U.S. have the parasite. Most of them don't get sick. But the parasite causes serious problems for some people. These include people with weak immune systems and babies whose mothers become infected for the first time during pregnancy. Problems can include damage to the brain, eyes , and other organs. You can get toxoplasmosis from : Waste from an infected cat Eating contaminated meat that is raw or not well cooked Using utensils or cutting boards after they've had contact with contaminated raw meat Drinking infected water Receiving an infected organ transplant or blood transfusion Most people with toxoplasmosis don't need treatment. There are drugs to treat it for pregnant women and people with weak immune systems. Centers for Disease Control and Prevention",MedlinePlus Editorial Team,2026-06-01,MedlinePlus,Toxoplasmosis | eye diseases | MedlinePlus,eye diseases,MedlinePlus,https://medlineplus.gov/toxoplasmosis.html,basic_research,2026-06-01 18:56:08.344
Hypoxic Regulation of Notch1 Promotes Mitochondrial Fission and Scleral Remodeling in Myopia.,"The progression of myopia is typically accompanied by hypoxia-induced remodeling of the scleral extracellular matrix (ECM). In this study, we focused on the regulatory mechanisms underlying Notch signaling pathway activation of mitochondrial dynamics under conditions of scleral hypoxia, along with its effects on the scleral ECM. Three-week-old male guinea pigs were used to establish form-deprived myopia (FDM) models, and human scleral fibroblasts (HSFs) were cultured in a hypoxic environment. To examine the intrinsic associations among factors, we used short hairpin RNAs (shRNAs) to independently knock down hypoxia-inducible factor alpha (HIF-1α) and Notch1. Expression of key molecules was assessed by western blotting, quantitative real-time polymerase chain reaction (qPCR), and immunofluorescence (IF) analyses. Additionally, mitochondrial morphology, membrane potential (ΔΨm), and reactive oxygen species (ROS) levels were assessed, and the specific dynamin-related protein 1 (DRP1) inhibitor Mdivi-1 was used to determine its regulatory effects on scleral ECM. In the FDM model, we detected a marked upregulation of scleral HIF-1α and Notch1, along with abnormal mitochondrial fission and ECM remodeling. Hypoxia-cultured HSFs were found to be characterized by mitochondrial fragmentation, a reduction in ΔΨm, elevated levels of ROS and α-smooth muscle actin (α-SMA), and a reduction in type I collagen [markers indicative of fibroblast-myofibroblast transition (FMT) and ECM remodeling]. Notably, we observed that knockdown of HIF-1α was associated with a reduction in Notch1 levels, and a subsequent knockdown of Notch1 inhibited the expression of DRP1 and attenuated abnormal mitochondrial fission. Furthermore, pharmacological inhibition of mitochondrial fission using Mdivi-1 contributed to an amelioration of the aberrant mitochondrial morphology and reduced the expression of FMT markers Collectively, our findings indicate a potential link between scleral hypoxia and mitochondrial fragmentation, which may involve activation of Notch1 signaling and subsequent changes in the composition of the scleral ECM.",Ba Lingling | Wang Jie | Lu Shuaixin | Zhou Xinmiao | Zhou Min | Huang Peiyao | Pan Simo | Zhang Xiaohua | Wen Kai | Sun Jing,2026-Apr,Frontiers in bioscience (Landmark edition),hypoxia | mitochondrial | myopia | notch | scleral | eye diseases | PubMed,eye diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42052847/,basic_research,2026-06-01 19:17:59.114
A haplotype map of the human genome.,"Inherited genetic variation has a critical but as yet largely uncharacterized role in human disease. Here we report a public database of common variation in the human genome: more than one million single nucleotide polymorphisms (SNPs) for which accurate and complete genotypes have been obtained in 269 DNA samples from four populations, including ten 500-kilobase regions in which essentially all information about common DNA variation has been extracted. These data document the generality of recombination hotspots, a block-like structure of linkage disequilibrium and low haplotype diversity, leading to substantial correlations of SNPs with many of their neighbours. We show how the HapMap resource can guide the design and analysis of genetic association studies, shed light on structural variation and recombination, and identify loci that may have been subject to natural selection during human evolution.",International HapMap Consortium.,2005-10-01,Unknown,cancer | Europe PMC,cancer,Europe PMC,https://pubmed.ncbi.nlm.nih.gov/16255080/,basic_research,2026-06-01 18:45:57.579
Helicobacter Pylori Antibiotic Susceptibility Testing of Korea,The purpose of this study is to make nationwide registry for antimicrobial resistance of Helicobacter pylori using single method with agar dilution in Korea.,"Hwoon-Yong Jung, M.D., Ph.D. | Ji Yong Ahn, M.D., Ph.D.",2016-10,Asan Medical Center,Helicobacter Pylori Infection | Peptic Ulcer | Lymphoma | Gastric Cancer | Gastritis | infectious diseases | ClinicalTrials,infectious diseases,ClinicalTrials,https://clinicaltrials.gov/study/NCT02961296,basic_research,2026-06-01 18:43:38.592
Frequency and types of skin disorders and associated diabetes mellitus in elderly Jordanians,"A retrospective study of 232 elderly patients seen between August 1998 and April 2000 at the skin clinic in Princess Haya hospital, Aqaba, was undertaken to determine the prevalence of skin disorders, and those most commonly associated with diabetes mellitus, in the elderly. Eczema/dermatitis was the commonest skin disorder seen [25.9% of cases], followed by pruritus without skin lesions [15.1%], viral infection [14.7%, most commonly herpes zoster], fungal infection [13.8%], and bacterial infection [10.3%]. Bacterial infection was the commonest skin disorder in patients with diabetes mellitus [62.5%], followed by fungal infection [50.0%]. Skin diseases cause considerable morbidity in elderly people; health promotion and education can do much to reduce the risks of these disorders in the elderly, especially those with diabetes","Najdawi, F. | Fa'ouri, M.",2002-12-31,WHO,"Causality | Cost of Illness | Cross-Sectional Studies | Diabetes Complications | Eczema | Morbidity | Population Surveillance | Pruritus | Sex Distribution | Skin Diseases, Infectious | diabetes | WHO",diabetes,WHO,https://iris.who.int/handle/10665/119202,epidemiology,2026-06-01 19:29:40.640
Recent advances with liposomes as pharmaceutical carriers.,"Liposomes - microscopic phospholipid bubbles with a bilayered membrane structure - have received a lot of attention during the past 30 years as pharmaceutical carriers of great potential. More recently, many new developments have been seen in the area of liposomal drugs - from clinically approved products to new experimental applications, with gene delivery and cancer therapy still being the principal areas of interest. For further successful development of this field, promising trends must be identified and exploited, albeit with a clear understanding of the limitations of these approaches.",Vladimir P Torchilin,2005-02-01,Unknown,cancer | Europe PMC,cancer,Europe PMC,https://pubmed.ncbi.nlm.nih.gov/15688077/,basic_research,2026-06-01 18:46:07.986
Evaluation of the Efficacy and Safety of OC-01 Nasal Spray on Signs and Symptoms of Dry Eye Disease,The objective of this study is to evaluate the safety and effectiveness of OC-01 Nasal Spray as compared to placebo on signs and symptoms of dry eye disease.,"Oyster Point Pharma, Inc.",2019-07-23,"Oyster Point Pharma, Inc.",Dry Eye Disease (DED) | eye diseases | ClinicalTrials,eye diseases,ClinicalTrials,https://clinicaltrials.gov/study/NCT04036292,treatment,2026-06-01 18:42:24.481
Prevalence of asymptomatic meibomian gland dysfunction in the general adult population: a systematic review and meta-analysis.,"Meibomian gland dysfunction (MGD) constitutes a highly prevalent ocular surface condition and is a major etiological factor in tear film instability and evaporative dry eye disease. Although MGD can be objectively identified based on structural and functional abnormalities of the meibomian glands, epidemiological studies rarely differentiate between symptomatic and asymptomatic disease. Asymptomatic meibomian gland dysfunction, characterized by structural or functional gland alterations in the absence of self-reported ocular symptoms, may constitute an early and frequently overlooked phase within the disease spectrum. The objective of this systematic review and meta-analysis was to quantify the prevalence of asymptomatic MGD among adult populations. A comprehensive literature search was performed across PubMed, Web of Science, Scopus, ScienceDirect, and Google Scholar in accordance with the PRISMA guidelines. The review protocol was registered in PROSPERO (CRD ). Cross-sectional and observational studies reporting the prevalence of asymptomatic MGD in adult populations were included. Data extraction and study selection were performed independently by two reviewers. A random-effects meta-analysis of proportions with logit transformation was applied using R software. Interstudy heterogeneity was quantified using the I Eight cross-sectional studies published between 2012 and 2023 were included, comprising a total of 3,637 participants and 1,313 cases of asymptomatic MGD. The combined prevalence of asymptomatic MGD was 72.86% (95% CI: %), with substantial heterogeneity across studies ( Asymptomatic MGD is highly prevalent among adult populations worldwide. These findings indicate that reliance on symptom-based assessment alone may underestimate the burden of early MGD. Early identification of asymptomatic gland abnormalities may support preventive approaches to reduce progression to symptomatic dry eye disease, although further standardized and prospective studies are required. CRD .",Abu Zhanar | Rakhimov Kairolla | Taushanova Maiya | Karibayeva Indira,2026-,Frontiers in medicine,asymptomatic meibomian gland dysfunction | dry eye disease | meta-analysis | prevalence | systematic review | eye diseases | PubMed,eye diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42089056/,epidemiology,2026-06-01 19:17:28.476
Advancing AI for multi-omics and clinical data integration in basic and translational cancer research.,"The extensive heterogeneity of cancer across biological scales necessitates a holistic approach beyond single-analyte methods. Integrating multi-omics data - from genomics to proteomics - with multimodal information, such as clinical records and medical imaging, offers a comprehensive, systems-level view of tumorigenesis. Artificial intelligence (AI) has emerged as the essential technology to decipher these complex, high-dimensional datasets, powering substantial advances in early diagnosis, precise patient stratification, prediction of therapeutic response and the elucidation of mechanisms of drug resistance. To translate these powerful predictive models into practice, explainable AI is critical for building clinical trust and generating novel, testable biological hypotheses. While challenges in data accessibility and model generalizability persist, the field is advancing toward patient-specific digital twins, promising to simulate individual disease trajectories and optimize treatments, thereby heralding a new era of precision oncology.",Liu Fei | Beck Stephan | Yang Lei | Luo Huiyan | Zhang Kang,2026-Apr,Nature reviews. Cancer,eye diseases | PubMed,eye diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42014628/,treatment,2026-06-01 19:18:13.355
The Usefulness of I-scan in Screening Colonoscopy,"Image-enhanced endoscopy in screening colonoscopy 1. useful tool for detecting subtle epithelial lesions 2. useful tool for predicting real-time histology of epithelial lesions. Among image-enhancing techniques, i-SCAN is new developed and the practical usefulness of i-scan for screening colonoscopy has not been investigated yet.",Konkuk University Hospital,2010-09,Konkuk University Hospital,Colorectal Neoplasm | digestive diseases | ClinicalTrials,digestive diseases,ClinicalTrials,https://clinicaltrials.gov/study/NCT01417611,basic_research,2026-06-01 18:42:53.478
